10
100 1050
9 66 5
9 71 6
9 72 3
9 82 4
9 83 10
9 94 3
9 95 4
10 11 9
10 12 4
10 17 8
10 22 4
10 24 1
10 31 5
10 35 3
10 51 5
10 52 8
10 62 6
10 64 -8
10 67 7
10 75 4
10 80 5
10 82 6
10 85 1
10 86 4
10 91 6
10 93 -6
11 19 3
11 20 5
11 43 2
11 73 10
11 76 7
11 80 1
11 86 7
11 87 5
11 88 5
11 98 9
12 13 7
12 19 6
12 22 7
12 23 3
12 25 10
12 26 1
12 31 9
12 32 4
12 33 3
12 36 10
12 43 4
12 48 2
12 56 8
12 58 2
12 64 -4
12 77 9
12 80 2
12 81 6
12 84 10
12 92 8
12 93 1
13 15 7
13 20 9
13 26 5
13 31 8
13 35 7
13 39 10
13 49 4
13 50 6
13 51 9
13 53 8
13 56 4
13 57 2
13 67 2
13 73 9
13 80 -3
13 83 4
13 84 8
13 85 10
13 89 3
13 98 9
14 21 4
14 32 4
14 35 7
14 43 2
14 44 8
14 46 2
14 57 9
14 68 10
14 74 7
14 76 4
14 81 4
14 87 7
14 88 8
15 16 4
15 22 2
15 23 4
15 24 9
15 26 8
15 31 8
15 34 10
15 36 6
15 38 9
15 46 3
15 51 7
15 55 -5
15 57 9
15 62 9
15 64 4
15 66 4
15 67 8
15 71 10
15 75 3
15 77 1
15 80 8
15 81 8
15 82 7
15 95 5
15 96 9
16 20 4
16 23 -9
16 29 1
16 36 1
16 37 7
16 41 8
16 46 7
16 50 10
16 56 5
16 73 3
16 75 5
16 79 5
16 89 8
17 23 8
17 33 3
17 34 3
17 36 3
17 43 6
17 44 8
17 46 4
17 52 6
17 54 7
17 59 4
17 61 6
17 63 4
17 77 2
17 79 7
17 80 3
17 81 3
17 89 8
17 91 4
18 19 -10
18 20 2
18 21 8
18 23 7
18 28 10
18 33 3
18 38 1
18 39 9
18 44 1
18 49 3
18 51 8
18 56 2
18 58 5
18 67 10
18 68 2
18 70 3
18 83 4
18 87 9
18 97 5
19 24 2
19 26 8
19 32 4
19 35 4
19 37 10
19 39 5
19 45 1
19 48 2
19 52 6
19 53 2
19 60 5
19 63 1
19 65 5
19 66 7
19 88 4
19 93 10
19 98 7
19 99 2
20 25 4
20 37 2
20 45 7
20 46 3
20 54 7
20 55 1
20 62 1
20 65 7
20 74 4
20 75 10
20 79 9
20 80 10
20 84 4
20 99 2
21 28 7
21 29 -6
21 30 4
21 39 9
21 55 7
21 57 6
21 58 6
21 63 7
21 69 10
21 76 8
21 81 7
21 84 9
21 85 5
21 97 5
21 99 4
22 24 4
22 27 9
22 28 -9
22 30 5
22 35 10
22 42 8
22 49 8
22 50 5
22 52 10
22 53 4
22 61 1
22 63 4
22 68 5
22 75 -6
22 77 9
22 83 5
22 88 1
22 90 4
22 93 6
22 94 9
22 95 4
22 97 3
22 99 3
23 26 8
23 34 6
23 35 6
23 41 -2
23 55 10
23 56 5
23 62 8
23 64 2
23 65 4
23 68 10
23 74 5
23 75 3
23 78 1
23 81 5
23 87 9
23 90 -10
23 96 6
23 98 2
24 25 7
24 27 5
24 29 7
24 30 10
24 31 8
24 32 2
24 40 10
24 51 10
24 52 10
24 54 10
24 61 7
24 62 1
24 69 8
24 72 8
24 83 5
24 84 7
25 26 6
25 36 2
25 38 10
25 40 8
25 56 10
25 63 2
25 64 9
25 65 8
25 73 8
25 90 3
25 95 10
25 96 9
26 31 5
26 34 4
26 50 8
26 51 6
26 52 10
26 64 6
26 67 4
26 69 3
26 72 6
26 79 9
26 83 4
26 95 3
26 97 6
26 99 2
27 36 4
27 37 6
27 56 10
27 59 3
27 68 8
27 78 9
27 83 2
27 84 10
27 86 6
27 96 6
27 97 10
27 98 2
28 31 -8
28 32 9
28 42 8
28 43 9
28 45 2
28 46 9
28 47 1
28 49 5
28 66 1
28 71 8
28 72 5
28 83 7
28 86 9
28 95 8
28 98 1
29 31 4
29 65 1
29 73 5
29 85 8
29 87 2
29 89 1
29 95 5
29 96 8
30 31 10
30 40 3
30 46 1
30 49 5
30 53 7
30 58 10
30 59 3
30 61 7
30 62 4
30 67 6
30 74 -9
30 78 6
30 86 3
30 94 9
30 99 6
31 34 9
31 35 10
31 38 7
31 39 10
31 44 8
31 50 7
31 53 9
31 54 6
31 64 2
31 73 10
31 74 9
31 82 6
31 84 6
31 93 7
32 42 3
32 43 3
32 47 6
32 50 6
32 59 8
32 65 8
32 67 3
32 70 4
32 71 2
32 74 2
32 75 4
32 77 8
32 90 6
32 97 1
32 98 1
33 44 7
33 46 1
33 56 -4
33 58 7
33 70 -7
33 75 4
33 78 4
33 81 10
33 92 4
33 94 5
33 99 3
34 40 10
34 52 -7
34 58 4
34 61 4
34 75 8
34 86 9
34 87 10
34 89 10
34 90 10
34 92 2
34 95 10
34 98 8
35 40 2
35 41 7
35 43 8
35 44 6
35 45 6
35 48 6
35 51 1
35 60 9
35 65 3
35 67 2
35 72 4
35 76 8
35 93 10
35 98 7
36 40 8
36 47 8
36 52 2
36 61 9
36 68 9
36 70 5
36 71 4
36 74 5
36 78 10
36 86 9
36 89 2
36 91 3
36 92 1
36 94 6
37 42 5
37 44 2
37 52 9
37 53 4
37 63 -4
37 64 -10
37 71 2
37 72 10
37 74 8
37 76 9
37 77 7
37 83 10
37 84 3
37 87 5
37 89 8
37 91 4
37 92 9
37 94 2
38 43 -10
38 48 5
38 64 7
38 68 7
38 69 10
38 71 9
38 73 8
38 75 -5
38 77 5
38 89 2
38 95 10
39 48 9
39 50 5
39 62 3
39 69 7
39 74 5
39 76 -7
39 89 4
39 92 7
39 94 3
39 99 2
40 47 5
40 48 5
40 53 5
40 63 9
40 72 7
40 74 6
40 75 1
40 79 10
40 80 7
40 84 2
40 89 10
40 93 8
40 96 7
40 98 8
41 52 6
41 56 7
41 58 2
41 63 3
41 65 7
41 66 3
41 72 10
41 73 1
41 88 1
41 95 7
41 96 3
41 97 8
42 44 10
42 46 1
42 53 8
42 54 9
42 55 1
42 58 10
42 80 7
42 84 9
42 85 6
42 89 8
42 94 4
42 96 9
42 97 7
43 47 10
43 49 10
43 52 6
43 58 10
43 67 3
43 68 6
43 77 3
43 80 3
43 84 10
43 86 1
43 99 8
44 47 6
44 55 10
44 57 10
44 60 6
44 63 1
44 65 2
44 68 7
44 69 6
44 82 2
44 96 1
44 97 2
44 99 1
45 49 7
45 50 -2
45 53 6
45 54 10
45 57 9
45 60 4
45 74 2
45 75 10
45 76 -6
45 77 9
45 83 3
45 84 10
45 87 7
45 89 1
45 90 6
45 92 3
45 94 7
46 47 2
46 58 6
46 60 3
46 68 2
46 70 3
46 84 6
46 88 1
46 95 9
47 53 5
47 64 7
47 67 1
47 68 10
47 70 10
47 79 5
47 83 1
47 92 4
47 93 3
47 96 4
48 64 3
48 66 4
48 74 8
48 76 -7
48 79 1
48 80 7
48 83 4
48 87 1
48 89 1
48 98 3
49 63 5
49 65 10
49 66 2
49 84 9
49 85 1
49 88 7
49 91 10
50 58 4
50 60 8
50 74 -2
50 80 1
50 85 9
50 91 9
50 93 9
51 57 2
51 58 1
51 60 3
51 64 1
51 66 5
51 68 6
51 73 3
51 81 3
51 83 1
51 89 10
51 90 -3
51 91 2
51 96 10
51 98 7
51 99 3
52 62 3
52 70 2
52 71 3
52 82 9
52 83 4
52 84 6
52 87 5
52 89 -1
52 90 6
52 92 1
52 93 5
52 95 3
52 97 1
53 57 3
53 58 8
53 59 10
53 67 3
53 74 6
53 83 9
53 84 5
53 90 9
53 91 7
53 92 7
53 94 5
53 95 7
53 98 5
54 60 8
54 71 10
54 94 9
54 98 7
55 56 4
55 59 8
55 63 2
55 67 4
55 75 4
55 76 10
55 77 6
55 83 2
55 84 8
55 94 1
56 57 10
56 58 2
56 61 8
56 64 4
56 66 2
56 67 5
56 71 7
56 72 8
56 79 9
56 86 5
56 87 8
56 88 7
56 89 8
56 91 7
56 94 -9
57 58 6
57 59 10
57 71 2
57 75 4
57 81 3
57 87 3
57 99 7
58 62 2
58 65 10
58 71 7
58 72 1
58 75 10
58 80 9
58 84 -10
58 86 4
58 87 3
58 91 5
58 98 2
58 99 10
59 63 1
59 64 6
59 66 7
59 68 6
59 72 10
59 77 5
59 80 10
59 81 4
59 82 10
59 88 7
59 89 9
59 90 5
59 95 1
60 61 8
60 68 2
60 69 5
60 72 1
60 77 8
60 83 8
60 86 5
60 87 1
60 88 6
60 90 10
60 93 6
61 66 10
61 68 8
61 75 8
61 85 2
61 91 8
61 95 8
61 97 9
61 98 4
62 65 4
62 67 1
62 70 9
62 71 10
62 72 8
62 73 4
62 76 7
62 85 8
62 86 7
62 89 1
62 91 3
62 96 9
62 99 4
63 67 6
63 75 4
63 81 10
63 82 4
64 71 4
64 74 2
64 79 3
64 86 6
64 89 7
64 92 1
64 93 9
65 67 8
65 71 1
65 72 5
65 74 3
65 76 9
65 84 7
65 95 5
65 96 3
66 68 5
66 76 1
66 78 -10
66 85 -8
66 87 4
66 90 4
66 92 9
67 68 8
67 69 1
67 70 9
67 80 8
67 81 10
67 82 10
67 97 10
67 98 4
67 99 -2
68 69 3
68 72 7
68 74 9
68 76 -6
68 77 2
68 82 1
68 87 8
68 99 2
69 83 7
69 87 2
69 93 2
70 76 7
70 77 10
70 85 3
70 89 5
70 92 4
70 96 -1
71 74 10
71 89 2
71 90 10
71 92 6
71 97 4
72 76 5
72 78 2
72 82 6
72 87 5
73 81 7
73 84 8
73 86 5
73 88 9
74 82 10
74 84 6
75 87 4
75 97 4
76 79 6
76 98 4
77 88 5
77 92 6
78 82 5
78 92 5
78 93 8
79 80 7
79 82 8
79 83 5
79 89 -8
79 94 3
80 85 7
80 86 3
80 99 2
81 83 7
81 92 5
81 96 2
81 97 6
82 83 5
82 84 10
82 86 1
82 90 7
82 92 3
82 94 1
82 95 10
83 92 6
83 93 9
84 85 -5
84 94 3
84 95 4
85 86 4
85 88 9
85 97 -7
85 98 9
86 90 2
86 92 10
87 90 1
87 99 8
88 90 3
88 92 9
88 94 6
88 98 9
91 93 9
91 98 2
92 97 4
93 94 10
93 96 5
94 96 2
94 97 10
94 98 6
94 99 2
100 1050
0 4 3
0 9 8
0 12 -2
0 13 6
0 20 4
0 24 1
0 29 6
0 33 3
0 36 9
0 39 1
0 44 7
0 53 8
0 54 4
0 59 7
0 63 7
0 69 6
0 75 1
0 80 2
0 81 10
0 88 9
0 94 9
0 95 1
1 2 8
1 7 10
1 9 5
1 10 4
1 14 6
1 18 3
1 19 1
1 20 6
1 22 7
1 27 8
1 34 10
1 41 7
1 43 10
1 46 1
1 47 2
1 52 6
1 66 2
1 72 4
1 74 10
1 81 3
1 86 10
1 95 -9
2 3 4
2 9 8
2 15 8
2 27 1
2 31 1
2 43 9
2 49 10
2 50 8
2 62 9
2 69 6
2 70 2
2 72 10
2 75 10
2 77 4
2 79 3
2 81 4
2 90 5
2 94 -1
2 95 9
2 96 7
3 4 10
3 19 10
3 29 3
3 32 10
3 33 1
3 41 8
3 43 -1
3 46 3
3 49 1
3 58 6
3 62 10
3 63 5
3 66 3
3 68 6
3 76 2
3 84 7
3 85 2
3 89 2
3 96 7
3 98 7
4 5 9
4 6 7
4 7 8
4 11 2
4 31 3
4 32 1
4 43 1
4 47 5
4 52 -10
4 67 4
4 72 5
4 73 3
4 83 1
4 87 4
4 89 5
4 99 4
5 17 4
5 18 7
5 20 10
5 24 7
5 26 3
5 28 5
5 30 9
5 39 2
5 40 3
5 43 2
5 45 3
5 46 1
5 53 3
5 71 -10
5 87 -9
5 90 8
5 92 10
5 96 4
5 98 3
6 7 7
6 9 9
6 11 10
6 17 1
6 18 6
6 27 7
6 30 1
6 34 3
6 43 -3
6 49 9
6 54 2
6 58 7
6 63 9
6 67 2
6 93 4
6 96 7
6 98 3
7 9 2
7 16 1
7 17 3
7 25 1
7 32 2
7 60 10
7 61 10
7 67 1
7 70 9
7 74 9
7 76 2
7 78 9
7 86 7
7 93 -2
7 94 10
7 98 3
8 11 7
8 13 2
8 17 7
8 19 3
8 25 9
8 26 8
8 40 7
8 50 9
8 54 10
8 55 7
8 61 8
8 68 6
8 71 2
8 74 3
8 76 9
8 79 3
8 80 7
8 81 8
8 83 4
8 86 1
8 94 1
8 98 9
9 10 10
9 14 4
9 16 2
9 19 4
9 27 4
9 53 2
9 64 6
9 65 3
9 67 3
9 70 1
9 73 10
9 77 6
9 81 1
9 87 7
9 88 5
9 89 6
9 95 2
9 96 5
9 97 4
10 19 2
10 20 6
10 25 4
10 32 6
10 35 4
10 42 5
10 45 8
10 46 4
10 50 6
10 51 2
10 53 6
10 56 -6
10 57 8
10 76 5
10 78 5
10 88 8
10 89 6
10 99 4
11 14 8
11 16 1
11 29 8
11 33 7
11 36 9
11 45 5
11 49 10
11 53 7
11 55 7
11 59 1
11 60 6
11 75 4
11 77 -6
11 79 7
11 86 1
11 89 2
11 91 10
11 95 4
12 20 1
12 22 9
12 27 -9
12 35 8
12 41 6
12 43 4
12 57 6
12 59 8
12 60 1
12 64 9
12 65 6
12 68 1
12 73 6
12 78 3
12 87 5
12 88 2
12 89 8
12 95 9
12 98 9
13 22 10
13 23 4
13 38 3
13 40 6
13 41 5
13 53 6
13 57 7
13 62 8
13 66 4
13 87 -9
13 90 10
13 91 1
13 92 9
13 95 2
13 96 1
13 98 7
14 24 10
14 30 4
14 39 1
14 41 1
14 42 7
14 48 5
14 49 10
14 51 9
14 52 7
14 53 6
14 54 2
14 64 3
14 73 5
14 76 2
14 81 8
14 82 3
14 83 1
14 84 -7
14 88 5
14 91 6
14 98 10
15 16 -1
15 17 -7
15 30 9
15 33 6
15 35 -2
15 43 9
15 54 9
15 68 9
15 71 6
15 72 5
15 75 10
15 79 8
15 81 2
15 88 1
15 93 7
16 17 9
16 18 7
16 26 5
16 28 8
16 32 8
16 34 7
16 36 6
16 41 5
16 44 5
16 60 2
16 62 9
16 64 1
16 71 10
16 84 10
16 88 10
16 93 10
17 22 10
17 34 3
17 37 10
17 38 1
17 40 1
17 42 2
17 44 6
17 49 5
17 51 8
17 52 4
17 57 7
17 71 8
17 72 6
17 77 6
17 80 8
17 85 3
17 86 7
17 99 9
18 20 7
18 27 8
18 30 7
18 32 3
18 33 8
18 35 8
18 46 8
18 50 10
18 52 5
18 57 8
18 58 7
18 63 6
18 69 2
18 73 7
18 75 2
18 79 7
18 85 5
18 86 4
18 89 -7
18 94 4
18 96 5
18 97 6
18 99 2
19 28 9
19 35 5
19 36 8
19 38 7
19 45 9
19 46 6
19 49 4
19 52 5
19 54 7
19 56 8
19 58 4
19 59 2
19 66 2
19 69 9
19 71 10
19 75 -7
19 77 3
19 82 10
19 83 5
19 85 1
19 89 1
19 96 8
19 97 8
19 98 4
20 24 8
20 29 8
20 31 3
20 34 5
20 36 -7
20 41 3
20 48 3
20 49 6
20 50 8
20 51 3
20 54 3
20 56 4
20 63 2
20 71 5
20 77 6
20 83 6
20 84 7
20 85 6
20 89 8
20 99 1
21 25 5
21 31 9
21 34 6
21 35 10
21 38 10
21 45 3
21 46 8
21 49 6
21 52 9
21 61 7
21 63 -4
21 69 8
21 72 8
21 84 10
21 90 1
21 96 8
22 23 3
22 35 5
22 51 3
22 60 9
22 62 -10
22 64 3
22 68 6
22 74 4
22 80 1
22 85 5
22 87 9
22 89 1
22 91 1
23 25 3
23 32 -7
23 38 5
23 45 8
23 50 2
23 51 10
23 60 9
23 70 8
23 71 2
23 85 10
23 89 7
23 90 5
23 94 3
23 98 5
24 26 1
24 29 7
24 31 4
24 35 2
24 36 10
24 58 9
24 62 8
24 71 1
24 72 9
24 74 5
24 76 10
24 77 7
24 85 1
24 88 2
24 90 3
24 95 10
25 30 9
25 32 6
25 34 1
25 40 9
25 44 10
25 45 4
25 47 5
25 51 10
25 59 7
25 65 8
25 68 10
25 75 4
25 83 4
25 96 8
26 31 5
26 34 5
26 35 6
26 39 3
26 40 -6
26 44 1
26 45 2
26 52 9
26 58 4
26 74 9
26 83 1
26 86 4
26 89 10
26 91 4
26 92 3
27 31 10
27 33 5
27 34 4
27 37 4
27 40 9
27 42 2
27 50 5
27 52 3
27 53 4
27 58 4
27 63 1
27 64 9
27 69 9
27 74 4
27 77 7
27 80 4
27 85 4
27 86 2
27 95 1
27 97 6
28 31 9
28 47 9
28 52 7
28 53 10
28 56 4
28 59 4
28 62 8
28 76 1
28 78 7
28 81 10
28 83 7
28 87 1
28 89 9
28 91 8
28 97 7
29 36 3
29 40 2
29 41 5
29 44 -4
29 48 2
29 50 5
29 55 9
29 56 7
29 70 8
29 75 5
29 91 4
29 96 6
29 97 5
30 34 9
30 41 4
30 44 10
30 57 4
30 58 3
30 62 10
30 66 2
30 67 1
30 79 2
30 81 1
30 84 4
30 86 5
30 92 3
30 93 -2
31 32 10
31 39 -1
31 41 2
31 42 8
31 43 7
31 44 1
31 47 3
31 58 9
31 60 9
31 79 4
31 82 10
31 83 4
31 88 10
31 89 6
31 98 6
32 36 10
32 42 2
32 43 7
32 58 10
32 64 1
32 66 5
32 76 -4
32 86 9
32 89 4
32 95 3
32 96 10
32 98 6
33 41 9
33 50 9
33 59 9
33 60 9
33 61 5
33 62 2
33 63 7
33 64 6
33 66 7
33 70 8
33 77 2
33 81 5
33 88 10
33 92 1
34 36 6
34 44 -7
34 49 9
34 53 8
34 55 10
34 67 10
34 74 3
34 75 3
34 79 9
34 82 5
34 88 8
34 89 1
34 92 2
34 94 6
34 95 10
35 38 5
35 45 8
35 46 3
35 48 1
35 51 9
35 58 3
35 60 7
35 65 -5
35 66 4
35 67 -9
35 69 -8
35 70 4
35 76 5
35 79 9
35 80 8
35 86 3
35 88 4
35 90 4
35 92 8
35 96 2
35 97 1
36 43 4
36 48 7
36 59 3
36 60 7
36 63 1
36 64 -4
36 65 7
36 67 8
36 71 2
36 72 2
36 74 9
36 76 -6
36 80 4
36 88 3
36 90 8
37 40 7
37 45 3
37 46 2
37 47 7
37 48 5
37 49 1
37 60 10
37 64 3
37 70 5
37 76 -2
37 78 4
37 82 3
37 83 4
37 84 5
37 89 5
37 90 5
37 92 6
37 94 4
37 95 2
37 98 7
38 44 7
38 45 -5
38 56 10
38 60 1
38 69 7
38 70 2
38 88 4
39 46 10
39 47 10
39 52 5
39 54 4
39 69 5
39 80 8
39 81 5
39 82 1
39 97 10
40 42 7
40 48 6
40 57 3
40 65 8
40 72 1
40 73 3
40 78 1
40 79 4
40 83 2
40 88 4
41 44 3
41 46 7
41 49 8
41 50 -1
41 56 9
41 58 1
41 59 1
41 60 6
41 93 4
41 95 2
41 98 9
42 43 7
42 45 4
42 49 6
42 54 1
42 57 5
42 63 3
42 77 4
42 88 4
42 93 3
42 98 10
43 53 3
43 54 10
43 57 10
43 58 1
43 61 4
43 67 9
43 73 6
43 74 7
43 81 6
43 82 7
43 83 2
43 86 8
43 89 8
43 91 10
43 94 3
43 96 3
44 52 7
44 57 10
44 59 7
44 60 1
44 65 4
44 66 5
44 67 3
44 71 8
44 76 8
44 77 10
44 79 10
44 82 5
44 84 8
44 88 6
44 94 8
45 47 4
45 56 4
45 59 8
45 64 1
45 68 8
45 98 1
46 66 3
46 69 2
46 71 3
46 78 8
46 80 10
46 85 2
46 86 4
46 90 6
46 95 6
46 99 3
47 50 2
47 63 9
47 64 4
47 66 8
47 67 8
47 70 4
47 78 1
47 92 2
48 51 2
48 61 9
48 65 9
48 75 2
48 82 2
48 84 10
48 87 2
48 92 7
48 95 1
48 96 9
48 98 7
49 55 10
49 60 7
49 62 10
49 78 1
49 81 4
49 82 1
49 83 4
49 86 8
49 89 3
49 96 9
50 60 5
50 61 7
50 63 7
50 69 7
50 73 9
50 74 6
50 78 2
50 81 9
50 82 10
50 83 1
50 88 5
50 98 9
51 69 4
51 70 8
51 83 9
51 84 7
51 86 5
51 92 4
51 96 2
51 99 7
52 53 1
52 74 8
52 75 2
52 88 9
52 89 1
52 92 8
53 61 10
53 64 7
53 70 1
53 71 10
53 77 2
53 81 7
53 82 3
53 91 2
54 57 3
54 73 9
54 79 4
54 81 10
54 90 9
54 96 7
55 59 1
55 66 2
55 71 2
55 79 7
55 87 8
55 88 7
56 63 8
56 64 2
56 68 7
56 69 8
56 77 7
56 82 5
56 85 8
56 90 4
56 91 6
56 94 6
56 97 5
57 65 3
57 67 8
57 76 4
57 77 5
57 86 6
57 91 4
57 93 7
57 95 6
58 64 4
58 77 1
58 78 3
58 79 5
58 80 4
58 88 4
58 92 1
58 96 4
58 98 2
59 64 1
59 69 4
59 79 -4
59 81 10
59 94 10
59 96 4
59 99 9
60 61 -9
60 64 2
60 66 5
60 70 6
60 73 5
60 92 9
60 97 -2
61 65 7
61 66 4
61 71 4
61 78 9
61 80 6
61 84 3
61 86 8
61 89 10
61 90 6
61 96 6
62 71 6
62 74 6
62 77 6
62 87 9
62 91 2
62 99 10
63 65 3
63 78 1
63 81 2
63 87 4
63 89 9
63 94 10
63 97 5
64 72 7
64 80 1
64 81 -9
64 83 8
64 85 8
64 98 6
65 73 -10
65 80 7
65 88 9
65 89 3
65 92 6
65 93 1
65 96 4
66 70 2
66 71 8
66 72 -1
66 76 -1
66 77 2
66 82 3
66 88 7
66 92 9
66 97 9
66 98 8
66 99 8
67 68 9
67 69 5
67 72 7
67 73 8
67 82 9
67 87 6
67 88 -10
67 91 6
67 93 8
67 94 4
67 99 5
68 74 8
68 87 7
68 90 8
68 96 10
68 98 1
68 99 9
69 71 9
69 72 7
69 78 9
69 80 8
69 81 2
69 85 2
69 86 9
69 95 1
69 98 10
70 71 4
70 79 10
70 81 8
70 84 9
70 88 5
70 89 4
71 85 8
71 86 7
71 89 -3
71 92 6
71 93 7
71 97 2
72 77 2
72 79 2
72 83 4
72 87 5
72 90 3
73 74 6
73 78 4
73 79 9
73 82 2
73 91 5
73 94 10
73 96 4
73 97 9
73 99 3
74 76 1
74 78 4
74 79 4
74 81 9
74 83 -2
74 88 3
74 98 -6
75 76 5
75 77 10
75 79 8
75 81 7
75 84 8
75 89 7
75 90 5
75 93 8
75 95 1
75 97 8
75 99 9
76 85 8
76 86 5
76 88 2
76 91 7
76 98 3
77 80 4
77 83 7
77 87 9
77 89 9
77 91 2
77 93 3
78 82 7
78 97 4
78 98 8
79 82 5
79 86 5
79 89 4
79 95 7
80 81 3
80 86 5
80 93 2
80 95 8
80 96 7
81 85 3
81 89 1
81 91 3
81 92 8
81 94 7
82 99 8
83 87 1
83 89 10
83 90 1
83 93 6
83 94 10
84 86 9
84 89 3
84 99 -9
85 89 7
85 95 4
86 99 2
87 89 7
87 91 4
87 92 2
87 93 5
87 98 8
88 89 2
88 94 6
89 90 8
89 93 9
90 91 7
90 94 4
90 98 6
91 92 -4
92 96 10
93 94 4
93 97 9
94 95 9
94 96 1
96 97 8
100 1050
0 4 6
0 13 4
0 20 3
0 22 6
0 25 7
0 26 2
0 27 7
0 29 10
0 50 5
0 53 8
0 60 -6
0 61 2
0 64 9
0 69 8
0 77 2
0 78 10
0 79 2
0 81 5
0 83 3
0 86 4
0 93 -6
1 9 4
1 16 6
1 40 10
1 43 7
1 47 5
1 49 8
1 50 2
1 51 5
1 52 5
1 53 5
1 54 9
1 55 9
1 66 6
1 94 4
1 99 6
2 13 -5
2 17 7
2 31 7
2 32 10
2 39 1
2 41 6
2 44 4
2 53 6
2 54 9
2 63 5
2 66 3
2 71 1
2 80 6
2 85 4
2 89 8
2 97 8
3 4 -10
3 12 8
3 15 10
3 16 -7
3 17 2
3 21 -9
3 23 2
3 33 3
3 36 -1
3 37 9
3 41 9
3 63 4
3 65 3
3 66 3
3 67 10
3 68 4
3 77 9
3 78 7
3 86 4
3 99 6
4 8 10
4 10 7
4 14 1
4 20 3
4 23 7
4 25 6
4 30 1
4 44 5
4 56 1
4 59 6
4 60 5
4 65 8
4 69 4
4 70 5
4 73 8
4 77 9
4 78 7
4 79 9
4 80 1
4 82 4
4 86 6
4 89 8
4 93 1
4 94 6
4 99 6
5 7 1
5 8 9
5 9 5
5 12 6
5 17 2
5 35 6
5 39 2
5 47 9
5 54 10
5 55 9
5 60 6
5 62 8
5 64 6
5 66 5
5 67 10
5 78 8
5 87 -6
5 92 8
5 94 9
5 95 9
6 10 6
6 14 6
6 15 1
6 17 10
6 18 4
6 19 7
6 24 1
6 31 10
6 40 6
6 44 4
6 53 1
6 54 1
6 66 3
6 80 9
6 91 8
6 94 2
7 14 10
7 18 8
7 22 4
7 25 8
7 26 -2
7 29 4
7 32 9
7 35 3
7 38 10
7 40 9
7 42 -6
7 48 2
7 49 6
7 56 5
7 59 3
7 60 7
7 66 10
7 68 6
7 72 4
7 83 6
7 87 5
7 90 7
7 91 7
7 94 7
8 17 6
8 24 10
8 27 7
8 28 -5
8 29 3
8 34 3
8 35 3
8 38 6
8 42 8
8 47 6
8 67 9
8 71 8
8 75 9
8 77 6
8 86 7
8 87 9
8 93 2
9 15 5
9 16 10
9 17 8
9 18 8
9 26 4
9 28 10
9 31 9
9 32 4
9 33 1
9 39 5
9 41 1
9 44 6
9 47 10
9 50 5
9 64 1
9 67 8
9 75 6
9 87 3
9 93 3
9 98 8
10 12 5
10 16 -6
10 21 6
10 29 1
10 36 9
10 50 2
10 53 5
10 55 9
10 60 9
10 66 1
10 80 6
10 85 1
10 86 6
10 94 4
10 96 7
11 17 7
11 19 9
11 25 10
11 26 3
11 28 2
11 29 8
11 30 6
11 37 8
11 44 10
11 58 7
11 60 6
11 62 1
11 64 8
11 67 4
11 75 6
11 76 10
11 78 5
11 79 -4
11 83 5
11 85 7
11 98 10
12 29 4
12 38 7
12 43 3
12 49 5
12 61 6
12 63 2
12 65 9
12 71 10
12 75 1
12 79 3
12 80 4
12 89 4
13 18 5
13 20 10
13 25 5
13 27 6
13 32 2
13 33 3
13 37 -10
13 40 7
13 48 2
13 50 10
13 51 4
13 53 6
13 54 3
13 55 6
13 58 10
13 63 6
13 66 7
13 72 9
13 75 6
13 76 -2
13 78 4
13 85 7
13 86 3
13 90 8
13 92 8
13 98 6
14 21 6
14 53 -10
14 57 5
14 60 6
14 62 9
14 68 5
14 79 6
14 92 8
14 95 5
15 23 6
15 27 1
15 35 4
15 38 3
15 40 7
15 41 10
15 45 4
15 46 9
15 52 4
15 60 2
15 63 2
15 65 3
15 73 3
15 74 4
15 82 1
15 84 4
15 86 2
15 87 3
15 90 4
15 92 2
15 94 1
15 95 2
15 97 6
16 17 5
16 18 9
16 25 1
16 26 5
16 28 8
16 39 3
16 44 1
16 56 -6
16 65 2
16 75 4
16 79 4
16 89 -8
16 92 8
16 95 6
17 30 1
17 31 1
17 34 2
17 45 8
17 49 6
17 52 -9
17 60 10
17 87 5
17 90 7
17 95 9
18 21 3
18 23 3
18 24 8
18 28 7
18 29 10
18 30 -2
18 32 3
18 35 -2
18 38 6
18 41 4
18 45 7
18 46 9
18 54 1
18 81 3
18 84 1
18 85 1
18 91 9
18 92 1
18 94 7
18 95 5
18 97 7
19 28 2
19 37 5
19 41 5
19 42 4
19 51 1
19 58 8
19 61 3
19 63 9
19 65 7
19 77 5
19 78 10
19 81 4
19 84 8
19 88 2
19 93 7
19 99 10
20 22 10
20 38 1
20 43 5
20 47 4
20 50 4
20 53 5
20 66 3
20 70 8
20 71 2
20 77 10
20 80 5
20 92 4
20 97 1
21 25 7
21 36 8
21 38 8
21 43 8
21 50 6
21 52 10
21 54 7
21 60 -6
21 61 9
21 65 1
21 69 3
21 74 5
21 75 3
21 77 5
21 78 10
21 79 9
21 82 2
22 30 -9
22 38 9
22 39 8
22 48 4
22 59 8
22 68 5
22 75 2
22 77 5
22 82 6
22 86 8
22 88 2
22 90 3
22 98 6
23 37 6
23 38 10
23 39 2
23 40 8
23 44 6
23 55 7
23 57 8
23 63 8
23 66 7
23 68 4
23 76 1
23 92 1
23 93 5
23 96 5
24 27 7
24 31 3
24 34 4
24 35 5
